File Name,File ID,View URL,AuthorName,Year,Title,AuthorName_Clean,Year_Clean,Title_Clean
Callahan et al. - 2021 - Using Bioinformatics and Molecular Visualization t.pdf,1nsYs3vmS-lLYKxvFmhC71l-uYxSPoKhK,https://drive.google.com/file/d/1nsYs3vmS-lLYKxvFmhC71l-uYxSPoKhK/view,Callahan et al.,2021,Using Bioinformatics and Molecular Visualization t,callahan et al.,2021,using bioinformatics and molecular visualization t
Cammack - 2018 - Mystery Neurotransmitters! An Active Learning Acti.pdf,1rDpDySXmmopUYnn1HdeDFiQLQDW8cBEI,https://drive.google.com/file/d/1rDpDySXmmopUYnn1HdeDFiQLQDW8cBEI/view,Cammack,2018,Mystery Neurotransmitters! An Active Learning Acti,cammack,2018,mystery neurotransmitters! an active learning acti
Cammack et al. - 2021 - The Simpsons Neuron A Case Study Explo.pdf,1Ae7ts4lLMOkQM17G0p560TsY-k_f04TW,https://drive.google.com/file/d/1Ae7ts4lLMOkQM17G0p560TsY-k_f04TW/view,Cammack et al.,2021,The Simpsons Neuron A Case Study Explo,cammack et al.,2021,the simpsons neuron a case study explo
Campbell - 2012 - Nature and Food.pdf,1RpC4aKo_0XKBQgr0swU7vMYUiwYMY5yl,https://drive.google.com/file/d/1RpC4aKo_0XKBQgr0swU7vMYUiwYMY5yl/view,Campbell,2012,Nature and Food,campbell,2012,nature and food
Campbell and Eckdahl - 2015 - Using Synthetic Biology and pClone Red for Authent.pdf,13wOCJsThgqlL9F3verMsCXUL4O8IOKcp,https://drive.google.com/file/d/13wOCJsThgqlL9F3verMsCXUL4O8IOKcp/view,Campbell and Eckdahl,2015,Using Synthetic Biology and pClone Red for Authent,campbell and eckdahl,2015,using synthetic biology and pclone red for authent
Campbell et al. - 2022 - Illustrated Protocols to Improve Undergraduate Stu.pdf,1o4ryjA7wJCFXE1abSxDJGHIdNPGnWUE_,https://drive.google.com/file/d/1o4ryjA7wJCFXE1abSxDJGHIdNPGnWUE_/view,Campbell et al.,2022,Illustrated Protocols to Improve Undergraduate Stu,campbell et al.,2022,illustrated protocols to improve undergraduate stu
Cardinale - 2011 - An Investigation of Bacterial Protein Interactions.pdf,1R92QZCS9IfqUlgWU5Wo9svO0x1y-pGRb,https://drive.google.com/file/d/1R92QZCS9IfqUlgWU5Wo9svO0x1y-pGRb/view,Cardinale,2011,An Investigation of Bacterial Protein Interactions,cardinale,2011,an investigation of bacterial protein interactions
Cardinale and Johnson - 2017 - Metacognition Modules A Scaffolded Series of Onli.pdf,1l2NAB3fdkARqBQUKe2rjP6pnRkkjIAYo,https://drive.google.com/file/d/1l2NAB3fdkARqBQUKe2rjP6pnRkkjIAYo/view,Cardinale and Johnson,2017,Metacognition Modules A Scaffolded Series of Onli,cardinale and johnson,2017,metacognition modules a scaffolded series of onli
Cardinale et al. - 2020 - An online interactive video vignette that helps st.pdf,10TAFhLJ49axoCKO-_Fy-JNP15pqQKxQW,https://drive.google.com/file/d/10TAFhLJ49axoCKO-_Fy-JNP15pqQKxQW/view,Cardinale et al.,2020,An online interactive video vignette that helps st,cardinale et al.,2020,an online interactive video vignette that helps st
Carlin - 2010 - An investigative alternative to single-species dis.pdf,1f4zeSZIOCvQBBgsEbl5L11XexYLSy2gU,https://drive.google.com/file/d/1f4zeSZIOCvQBBgsEbl5L11XexYLSy2gU/view,Carlin,2010,An investigative alternative to single-species dis,carlin,2010,an investigative alternative to single-species dis
Carlson - 2009 - An Assessment of Riparian Vegetation in a Human-Influenced Landscape.pdf,1Ar34x0Iqifzx1mnWD4jxVgumSOmbI3io,https://drive.google.com/file/d/1Ar34x0Iqifzx1mnWD4jxVgumSOmbI3io/view,Carlson,2009,An Assessment of Riparian Vegetation in a Human-Influenced Landscape,carlson,2009,an assessment of riparian vegetation in a human-influenced landscape
Carnegie and Savory - 2021 - Students Work in Groups to Create and Peer-Evaluat.pdf,1Qcc1GsAfgCVra5CFfVmvdtTS2r6cZThS,https://drive.google.com/file/d/1Qcc1GsAfgCVra5CFfVmvdtTS2r6cZThS/view,Carnegie and Savory,2021,Students Work in Groups to Create and Peer-Evaluat,carnegie and savory,2021,students work in groups to create and peer-evaluat
Carter - 2017 - Painting turtles an introduction to species distr.pdf,1QhROFgFGtbLIg0fuh_i9cGdQ-x1hiwul,https://drive.google.com/file/d/1QhROFgFGtbLIg0fuh_i9cGdQ-x1hiwul/view,Carter,2017,Painting turtles an introduction to species distr,carter,2017,painting turtles an introduction to species distr
Catlin et al. - 2016 - Using Cultured Mammalian Neurons to Study Cellular.pdf,114BkHjGwIags9qT01jzgmaRm0kmKKNnD,https://drive.google.com/file/d/114BkHjGwIags9qT01jzgmaRm0kmKKNnD/view,Catlin et al.,2016,Using Cultured Mammalian Neurons to Study Cellular,catlin et al.,2016,using cultured mammalian neurons to study cellular
Chamberland and Rioux - 2010 - Not only students can express alcohol dehydrogenas.pdf,14V7-q1y1nja5IQHIZYZvwypM58PKORwB,https://drive.google.com/file/d/14V7-q1y1nja5IQHIZYZvwypM58PKORwB/view,Chamberland and Rioux,2010,Not only students can express alcohol dehydrogenas,chamberland and rioux,2010,not only students can express alcohol dehydrogenas
Chamberlin - 2015 -The Algae-in-a-Bottle Experimen: A High-Impact Learning Activity.pdf,1bFBHcy68NObUbOfm8dKjzGrvvvn_MJWg,https://drive.google.com/file/d/1bFBHcy68NObUbOfm8dKjzGrvvvn_MJWg/view,,,Chamberlin - 2015 -The Algae-in-a-Bottle Experimen: A High-Impact Learning Activity,none,None,chamberlin - 2015 -the algae-in-a-bottle experimen: a high-impact learning activity
Charney and Record - 2013 - Performing a population viability analysis from da.pdf,1T0uUYkWgOHTgoMfRtjdppc1xkIMJPLTH,https://drive.google.com/file/d/1T0uUYkWgOHTgoMfRtjdppc1xkIMJPLTH/view,Charney and Record,2013,Performing a population viability analysis from da,charney and record,2013,performing a population viability analysis from da
Chatzikyriakidou et al. - 2021 - Exploring Primary Scientific Literature through th.pdf,1FcKsQ4r7xDuM7FfT9KNvy0cCS-yQHICH,https://drive.google.com/file/d/1FcKsQ4r7xDuM7FfT9KNvy0cCS-yQHICH/view,Chatzikyriakidou et al.,2021,Exploring Primary Scientific Literature through th,chatzikyriakidou et al.,2021,exploring primary scientific literature through th
Chiang et al. - 2012 - Learning chronobiology by improving wikipedia.pdf,1k5bjKQ596jSirRqIWvXR5PfOKr7hxVsG,https://drive.google.com/file/d/1k5bjKQ596jSirRqIWvXR5PfOKr7hxVsG/view,Chiang et al.,2012,Learning chronobiology by improving wikipedia,chiang et al.,2012,learning chronobiology by improving wikipedia
"Church - 2021 - Active Learning Basic Science Workshops, Clinical.pdf",1btz9rtjWm9xl6iH-hMy_hfszCuCLWVlL,https://drive.google.com/file/d/1btz9rtjWm9xl6iH-hMy_hfszCuCLWVlL/view,Church,2021,"Active Learning Basic Science Workshops, Clinical",church,2021,"active learning basic science workshops, clinical"
Clark - 2021 - Neurogenetics Laboratory: Mapping a functional circuit for cold nociception in Drosophila.pdf,1pb7e5lGhsCaVRwHTSev4bKT9tvuBow1t,https://drive.google.com/file/d/1pb7e5lGhsCaVRwHTSev4bKT9tvuBow1t/view,Clark,2021,Neurogenetics Laboratory: Mapping a functional circuit for cold nociception in Drosophila,clark,2021,neurogenetics laboratory: mapping a functional circuit for cold nociception in drosophila
Clarkston - 2021 - Got Algae A Sorting Game for Introducing the We.pdf,10I3TzCEy56h3Ix4O1vHvWPFk9xMChrfa,https://drive.google.com/file/d/10I3TzCEy56h3Ix4O1vHvWPFk9xMChrfa/view,Clarkston,2021,Got Algae A Sorting Game for Introducing the We,clarkston,2021,got algae a sorting game for introducing the we
Clement et al. - 2018 - Exploring how climate will impact plant-insect dis.pdf,1mTO575hpnOvemDsn7K5Wbts-NdnUYdLL,https://drive.google.com/file/d/1mTO575hpnOvemDsn7K5Wbts-NdnUYdLL/view,Clement et al.,2018,Exploring how climate will impact plant-insect dis,clement et al.,2018,exploring how climate will impact plant-insect dis
Cline - 2012 - Catching Cheaters: Using Salmon Phylogenetic Analysis to Identify Atlantic Salmon Mislabeled in Local Stores as Pacific Salmon.pdf,1sJXBYtMiK5Mu_L15wsq6YTYX54wT_0io,https://drive.google.com/file/d/1sJXBYtMiK5Mu_L15wsq6YTYX54wT_0io/view,Cline,2012,Catching Cheaters: Using Salmon Phylogenetic Analysis to Identify Atlantic Salmon Mislabeled in Local Stores as Pacific Salmon,cline,2012,catching cheaters: using salmon phylogenetic analysis to identify atlantic salmon mislabeled in local stores as pacific salmon
Cohen - 2020 - Module 4: Polar Ecosystems .pdf,1W9jcHkAtQNaIZF9MGOaTogyrwGHCz8BL,https://drive.google.com/file/d/1W9jcHkAtQNaIZF9MGOaTogyrwGHCz8BL/view,Cohen,2020,Module 4: Polar Ecosystems,cohen,2020,module 4: polar ecosystems
Cohen - 2020 - Module 5 Human Dimensions in the Poles.pdf,1oTRN7Vb-qiOeQZ3iK3WOwqwvDs4JysX8,https://drive.google.com/file/d/1oTRN7Vb-qiOeQZ3iK3WOwqwvDs4JysX8/view,Cohen,2020,Module 5 Human Dimensions in the Poles,cohen,2020,module 5 human dimensions in the poles
Cole et al. - 2013 - Implementing a Grant Proposal Writing Exercise in .pdf,1lEFQAzUCtZFVxrNCJ8cx6Dn5ux5Dw_M8,https://drive.google.com/file/d/1lEFQAzUCtZFVxrNCJ8cx6Dn5ux5Dw_M8/view,Cole et al.,2013,Implementing a Grant Proposal Writing Exercise in,cole et al.,2013,implementing a grant proposal writing exercise in
Collins - 2022 - Biodiversity.pdf,1_00PYUep5zcs6FWuAtBlHiFNnJJDHZHX,https://drive.google.com/file/d/1_00PYUep5zcs6FWuAtBlHiFNnJJDHZHX/view,Collins,2022,Biodiversity,collins,2022,biodiversity
Conard - 2011 - Demographic vital rates and population growth: an introduction to projection matrices and elasticity analysis,1ju__j2kTHjmHEgX4FV1RodPEtmWF8V2n,https://drive.google.com/file/d/1ju__j2kTHjmHEgX4FV1RodPEtmWF8V2n/view,Conard,2011,Demographic vital rates and population growth: an introduction to projection matrices and elasticity analysis,conard,2011,demographic vital rates and population growth: an introduction to projection matrices and elasticity analysis
Conley et al. - 2016 - Using M&M's to Model Sanger's Dideoxy DNA Sequenci.pdf,1aX2_xLP8HzqEw5DclDipmgTYbR7pB9W2,https://drive.google.com/file/d/1aX2_xLP8HzqEw5DclDipmgTYbR7pB9W2/view,Conley et al.,2016,Using M&M's to Model Sanger's Dideoxy DNA Sequenci,conley et al.,2016,using m&m's to model sanger's dideoxy dna sequenci
Connolly - 2021 - The very hungry (and bold) caterpillar – A classro.pdf,1UcaDc5Ps6z1AyhvCoqwXZvfD1u-Zie7G,https://drive.google.com/file/d/1UcaDc5Ps6z1AyhvCoqwXZvfD1u-Zie7G/view,Connolly,2021,The very hungry (and bold) caterpillar – A classro,connolly,2021,the very hungry (and bold) caterpillar – a classro
Connors et al. - 2020 - Squirreling Around for Science Observing Sciurid .pdf,1W5fmfIVn8hsci3POSGFw6nMlNF77upPz,https://drive.google.com/file/d/1W5fmfIVn8hsci3POSGFw6nMlNF77upPz/view,Connors et al.,2020,Squirreling Around for Science Observing Sciurid,connors et al.,2020,squirreling around for science observing sciurid
Cook-Snyder - 2017 - Using Case Studies to Promote Student Engagement i.pdf,1IEJP8EuPpLFPnKLfzMIpkiuEKhnTIMLT,https://drive.google.com/file/d/1IEJP8EuPpLFPnKLfzMIpkiuEKhnTIMLT/view,Cook-Snyder,2017,Using Case Studies to Promote Student Engagement i,cook-snyder,2017,using case studies to promote student engagement i
Cooper - 2007 - Translation simulation.pdf,1KHfLWPmTYlB9-RxNyevx58ZYdPYld7sM,https://drive.google.com/file/d/1KHfLWPmTYlB9-RxNyevx58ZYdPYld7sM/view,Cooper,2007,Translation simulation,cooper,2007,translation simulation
Cooper - 2016 - Inexpensive Cell Migration Inquiry Lab using Zebra.pdf,1Qp4kZUhb9UpxYIN1ENT3J8zz7XPcX4Rp,https://drive.google.com/file/d/1Qp4kZUhb9UpxYIN1ENT3J8zz7XPcX4Rp/view,Cooper,2016,Inexpensive Cell Migration Inquiry Lab using Zebra,cooper,2016,inexpensive cell migration inquiry lab using zebra
Copenhaver-Parry - 2020 - Taking Temperature with Leaves A Semester-Long St.pdf,1ZhNRB2iEDRm2UNDDnL7rhM84cWKizJSO,https://drive.google.com/file/d/1ZhNRB2iEDRm2UNDDnL7rhM84cWKizJSO/view,Copenhaver-Parry,2020,Taking Temperature with Leaves A Semester-Long St,copenhaver-parry,2020,taking temperature with leaves a semester-long st
Copley et al. - 2021 - Science and Society Integrating Historical Scienc.pdf,1cwLpFy23mqnY53HMeVsUCk4gYuSq5Qii,https://drive.google.com/file/d/1cwLpFy23mqnY53HMeVsUCk4gYuSq5Qii/view,Copley et al.,2021,Science and Society Integrating Historical Scienc,copley et al.,2021,science and society integrating historical scienc
Cotner and Hebert - 2016 - Bean Beetles Make Biology Research Sexy.pdf,1YT34xbE5jJ77QYQrl_PJF2Tli2ABH2UA,https://drive.google.com/file/d/1YT34xbE5jJ77QYQrl_PJF2Tli2ABH2UA/view,Cotner and Hebert,2016,Bean Beetles Make Biology Research Sexy,cotner and hebert,2016,bean beetles make biology research sexy
Cousens and Muir - 2006 - Using Extracellular Single-unit Electrophysiologic.pdf,14RiP9pKj3Hh7bjpD6Q8PDFwu9ZtZFNRo,https://drive.google.com/file/d/14RiP9pKj3Hh7bjpD6Q8PDFwu9ZtZFNRo/view,Cousens and Muir,2006,Using Extracellular Single-unit Electrophysiologic,cousens and muir,2006,using extracellular single-unit electrophysiologic
Covey - 2021 - An adaptable dry lab for SYBR based RT-qPCR primer.pdf,1tmOH4_gxOntY_nqpvpDJ_q_LXjFBnAfw,https://drive.google.com/file/d/1tmOH4_gxOntY_nqpvpDJ_q_LXjFBnAfw/view,Covey,2021,An adaptable dry lab for SYBR based RT-qPCR primer,covey,2021,an adaptable dry lab for sybr based rt-qpcr primer
Creech and Shriner - 2020 - DIY ecology class Transitioning field activities .pdf,1Jxp8t_hIwg0ZDCTaRV0k3U8Q-4EOc4t8,https://drive.google.com/file/d/1Jxp8t_hIwg0ZDCTaRV0k3U8Q-4EOc4t8/view,Creech and Shriner,2020,DIY ecology class Transitioning field activities,creech and shriner,2020,diy ecology class transitioning field activities
Cresiski and Lenkowski - 2020 - Using Zebrafish in a Developmental Biology Lab Cou.pdf,1O1fWdrTWuH-Eai8XWnSXNfgxWpaDuCFf,https://drive.google.com/file/d/1O1fWdrTWuH-Eai8XWnSXNfgxWpaDuCFf/view,Cresiski and Lenkowski,2020,Using Zebrafish in a Developmental Biology Lab Cou,cresiski and lenkowski,2020,using zebrafish in a developmental biology lab cou
Crisp et al. - 2015 - Pencil-and-Paper Neural Networks An Undergraduate.pdf,1lAS7Clrj7FGbTb0rUS6gZX6Ssm8flPlf,https://drive.google.com/file/d/1lAS7Clrj7FGbTb0rUS6gZX6Ssm8flPlf/view,Crisp et al.,2015,Pencil-and-Paper Neural Networks An Undergraduate,crisp et al.,2015,pencil-and-paper neural networks an undergraduate
Croshaw and Palmtag - 2019 - Fruit Fly Genetics in a Day A Guided Exploration .pdf,1TRn5JpkO9oYiekT2_7H3Zc_HuWKAGwHN,https://drive.google.com/file/d/1TRn5JpkO9oYiekT2_7H3Zc_HuWKAGwHN/view,Croshaw and Palmtag,2019,Fruit Fly Genetics in a Day A Guided Exploration,croshaw and palmtag,2019,fruit fly genetics in a day a guided exploration
Crowther - 2021 - How Do Kidneys Make Urine From Blood Qualitative .pdf,1edj7oLO2nYErFcxVKeFmBJtYq2oAtBTu,https://drive.google.com/file/d/1edj7oLO2nYErFcxVKeFmBJtYq2oAtBTu/view,Crowther,2021,How Do Kidneys Make Urine From Blood Qualitative,crowther,2021,how do kidneys make urine from blood qualitative
Crowther et al. - 2018 - Discovering Prokaryotic Gene Regulation with Simulations of the trp Operon.pdf,1dMqsqVD2GRbTLhdB5bPV7Lr2m2flEpHs,https://drive.google.com/file/d/1dMqsqVD2GRbTLhdB5bPV7Lr2m2flEpHs/view,Crowther et al.,2018,Discovering Prokaryotic Gene Regulation with Simulations of the trp Operon,crowther et al.,2018,discovering prokaryotic gene regulation with simulations of the trp operon
Crowther et al. - 2019 - Discovering Prokaryotic Gene Regulation by Building and Investigating a Computational Model of the lac Operon.pdf,1DvHzcQTnb1GE4bEOkkOsbGIezbXDiDKX,https://drive.google.com/file/d/1DvHzcQTnb1GE4bEOkkOsbGIezbXDiDKX/view,Crowther et al.,2019,Discovering Prokaryotic Gene Regulation by Building and Investigating a Computational Model of the lac Operon,crowther et al.,2019,discovering prokaryotic gene regulation by building and investigating a computational model of the lac operon
Crumsey Forde and Rugenski - 2020 - Using Student Perceptions and Cooperative Learning.pdf,1kS86kd9pVa5ZBRKlAGnAVgO2S2isJRLq,https://drive.google.com/file/d/1kS86kd9pVa5ZBRKlAGnAVgO2S2isJRLq/view,Crumsey Forde and Rugenski,2020,Using Student Perceptions and Cooperative Learning,crumsey forde and rugenski,2020,using student perceptions and cooperative learning
Culbert - 2020 - Supplementing forestry field instruction with vide.pdf,1rPjGlyztESddg38H6tnlOF6ARlDI0NEd,https://drive.google.com/file/d/1rPjGlyztESddg38H6tnlOF6ARlDI0NEd/view,Culbert,2020,Supplementing forestry field instruction with vide,culbert,2020,supplementing forestry field instruction with vide
Cundell - 2002 - Development of a microbiology course for diverse m.pdf,1rN2nsPQDEciZFwKyEme8unDz-8bVnfcn,https://drive.google.com/file/d/1rN2nsPQDEciZFwKyEme8unDz-8bVnfcn/view,Cundell,2002,Development of a microbiology course for diverse m,cundell,2002,development of a microbiology course for diverse m
Cyr - 2017 - “Brevity is the Soul of Wit”  Use of a Stepwise P.pdf,1zG5wWmekQHG8jX0USxMUbXBBEm4A53nA,https://drive.google.com/file/d/1zG5wWmekQHG8jX0USxMUbXBBEm4A53nA/view,Cyr,2017,“Brevity is the Soul of Wit”  Use of a Stepwise P,cyr,2017,“brevity is the soul of wit”  use of a stepwise p
"D'Avanzo - 2004 - Ecology of Habitat Contrasts: An Example from the Holyoke Range, MA.pdf",1lzgGAjvkKaLbyIkwtVYBvY1nQ6jcc6jX,https://drive.google.com/file/d/1lzgGAjvkKaLbyIkwtVYBvY1nQ6jcc6jX/view,D'Avanzo,2004,"Ecology of Habitat Contrasts: An Example from the Holyoke Range, MA",d'avanzo,2004,"ecology of habitat contrasts: an example from the holyoke range, ma"
D'Avanzo - 2004 - Vulnerability of High Diversity Habitats to Introduced Species.pdf,1jrqS-qhO7AxfLu-N5DszhOg9h5uViKaH,https://drive.google.com/file/d/1jrqS-qhO7AxfLu-N5DszhOg9h5uViKaH/view,D'Avanzo,2004,Vulnerability of High Diversity Habitats to Introduced Species,d'avanzo,2004,vulnerability of high diversity habitats to introduced species
D’Costa and Schlueter - 2013 - Scaffolded Instruction Improves Student Understand.pdf,1B31Lki0mMo_z81oX9KJoU-78hZPDRXad,https://drive.google.com/file/d/1B31Lki0mMo_z81oX9KJoU-78hZPDRXad/view,D’Costa and Schlueter,2013,Scaffolded Instruction Improves Student Understand,d’costa and schlueter,2013,scaffolded instruction improves student understand
D'Costa et al. - 2020 - Using Immunocytochemistry and Fluorescence Microsc.pdf,1OGvlJhQvznTzNTZr8yZWGne598CB56bj,https://drive.google.com/file/d/1OGvlJhQvznTzNTZr8yZWGne598CB56bj/view,D'Costa et al.,2020,Using Immunocytochemistry and Fluorescence Microsc,d'costa et al.,2020,using immunocytochemistry and fluorescence microsc
Dahlberg et al. - 2019 - A Short Laboratory Module to Help Infuse Metacogni.pdf,1oYwL4ok5Lsc-q1jBaVvYNtfS7WbCRRoL,https://drive.google.com/file/d/1oYwL4ok5Lsc-q1jBaVvYNtfS7WbCRRoL/view,Dahlberg et al.,2019,A Short Laboratory Module to Help Infuse Metacogni,dahlberg et al.,2019,a short laboratory module to help infuse metacogni
Dai and Rudge - 2018 - Using the Discovery of the Structure of DNA to Ill.pdf,1ts8IWH1s3K9yKdFynJpfTPuB1cvX7e7C,https://drive.google.com/file/d/1ts8IWH1s3K9yKdFynJpfTPuB1cvX7e7C/view,Dai and Rudge,2018,Using the Discovery of the Structure of DNA to Ill,dai and rudge,2018,using the discovery of the structure of dna to ill
Dalgleish - 2007 - Effects of bison grazing on plant diversity in a tallgrass prairie (Konza Prairie LTER),1jpvzSAPUUoipNyKlYQoWYgjqX2-okuGf,https://drive.google.com/file/d/1jpvzSAPUUoipNyKlYQoWYgjqX2-okuGf/view,Dalgleish,2007,Effects of bison grazing on plant diversity in a tallgrass prairie (Konza Prairie LTER),dalgleish,2007,effects of bison grazing on plant diversity in a tallgrass prairie (konza prairie lter)
"Darby and Goodwin - 2014 - Using Pathway Maps to Link Concepts, Peer Review, .pdf",1IVa-Jh2BCQz-gI9X1odtLSaV9f2t-Zvy,https://drive.google.com/file/d/1IVa-Jh2BCQz-gI9X1odtLSaV9f2t-Zvy/view,Darby and Goodwin,2014,"Using Pathway Maps to Link Concepts, Peer Review,",darby and goodwin,2014,"using pathway maps to link concepts, peer review,"
